target_mhz,seed,route_status,reported_clock,achieved_mhz,timing_status,log_path,report_path
25,1,PASS,$glbnet$clk$TRELLIS_IO_IN,61.75126647949219,PASS,/Users/Dilan/Projects/from-rtl-to-pixels/build/impl/arch-b/640x480/route/freq-25MHz-seed-1/nextpnr.log,/Users/Dilan/Projects/from-rtl-to-pixels/build/impl/arch-b/640x480/route/freq-25MHz-seed-1/nextpnr-report.json
50,1,PASS,$glbnet$clk$TRELLIS_IO_IN,61.75126647949219,PASS,/Users/Dilan/Projects/from-rtl-to-pixels/build/impl/arch-b/640x480/route/freq-50MHz-seed-1/nextpnr.log,/Users/Dilan/Projects/from-rtl-to-pixels/build/impl/arch-b/640x480/route/freq-50MHz-seed-1/nextpnr-report.json
100,1,PASS,$glbnet$clk$TRELLIS_IO_IN,61.75126647949219,FAIL,/Users/Dilan/Projects/from-rtl-to-pixels/build/impl/arch-b/640x480/route/freq-100MHz-seed-1/nextpnr.log,/Users/Dilan/Projects/from-rtl-to-pixels/build/impl/arch-b/640x480/route/freq-100MHz-seed-1/nextpnr-report.json
75,1,PASS,$glbnet$clk$TRELLIS_IO_IN,61.75126647949219,FAIL,/Users/Dilan/Projects/from-rtl-to-pixels/build/impl/arch-b/640x480/route/freq-75MHz-seed-1/nextpnr.log,/Users/Dilan/Projects/from-rtl-to-pixels/build/impl/arch-b/640x480/route/freq-75MHz-seed-1/nextpnr-report.json
60,1,PASS,$glbnet$clk$TRELLIS_IO_IN,61.75126647949219,PASS,/Users/Dilan/Projects/from-rtl-to-pixels/build/impl/arch-b/640x480/route/freq-60MHz-seed-1/nextpnr.log,/Users/Dilan/Projects/from-rtl-to-pixels/build/impl/arch-b/640x480/route/freq-60MHz-seed-1/nextpnr-report.json
65,1,PASS,$glbnet$clk$TRELLIS_IO_IN,61.75126647949219,FAIL,/Users/Dilan/Projects/from-rtl-to-pixels/build/impl/arch-b/640x480/route/freq-65MHz-seed-1/nextpnr.log,/Users/Dilan/Projects/from-rtl-to-pixels/build/impl/arch-b/640x480/route/freq-65MHz-seed-1/nextpnr-report.json
